kalimat,kalimat_token
sebelumnya saya sudah beli tiket pake aplikasi lama trus saya cek di aplikasi tiket saya ilang tuh pertanggungjawabannya gimana,"['sebelumnya', 'saya', 'sudah', 'beli', 'tiket', 'pake', 'aplikasi', 'lama', 'trus', 'saya', 'cek', 'di', 'aplikasi', 'tiket', 'saya', 'ilang', 'tuh', 'pertanggungjawabannya', 'gimana']"
selaraskan antara kebijakan dan keandalan aplikasinya jangan buat peraturan untuk calon penumpang kereta lokal harus pesan tiket lewat aplikasi tapi aplikasinya tak bisa di andalkan kecepatan pelayanan melalui aplikasi juga menjadi daya tarik calon penumpang jangan sampai membuat penumpang menjadi kurang nyaman dengan performa aplikasi yang buruk,"['selaraskan', 'antara', 'kebijakan', 'dan', 'keandalan', 'aplikasinya', 'jangan', 'buat', 'peraturan', 'untuk', 'calon', 'penumpang', 'kereta', 'lokal', 'harus', 'pesan', 'tiket', 'lewat', 'aplikasi', 'tapi', 'aplikasinya', 'tak', 'bisa', 'di', 'andalkan', 'kecepatan', 'pelayanan', 'melalui', 'aplikasi', 'juga', 'menjadi', 'daya', 'tarik', 'calon', 'penumpang', 'jangan', 'sampai', 'membuat', 'penumpang', 'menjadi', 'kurang', 'nyaman', 'dengan', 'performa', 'aplikasi', 'yang', 'buruk']"
update terbaru tampilan terbaru bukanya memperbaiki malah mempersulit tiket udah habis ngapain masih pada nongol lbh suka tampilan yg lama simpel dan tidak beribet,"['update', 'terbaru', 'tampilan', 'terbaru', 'bukanya', 'memperbaiki', 'malah', 'mempersulit', 'tiket', 'udah', 'habis', 'ngapain', 'masih', 'pada', 'nongol', 'lbh', 'suka', 'tampilan', 'yg', 'lama', 'simpel', 'dan', 'tidak', 'beribet']"
sebelumnya saya sudah beli tiket pake aplikasi lama trus saya cek di aplikasi tiket saya ilang tuh pertanggungjawabannya gimana,"['sebelumnya', 'saya', 'sudah', 'beli', 'tiket', 'pake', 'aplikasi', 'lama', 'trus', 'saya', 'cek', 'di', 'aplikasi', 'tiket', 'saya', 'ilang', 'tuh', 'pertanggungjawabannya', 'gimana']"
fiturny banyak sepaket lemotnya juga minta ampun,"['fiturny', 'banyak', 'sepaket', 'lemotnya', 'juga', 'minta', 'ampun']"
udah bisapake qris di kai access aya suka dengan pembayaran qris jadi lebih simpel ditambah uga aplikasinya makin satset,"['udah', 'bisapake', 'qris', 'di', 'kai', 'access', 'aya', 'suka', 'dengan', 'pembayaran', 'qris', 'jadi', 'lebih', 'simpel', 'ditambah', 'uga', 'aplikasinya', 'makin', 'satset']"
tidak megnecewakan siii setelah di update malah satset parah ada prommo kemerdekaan jgu sangat membantu sekali tengkyu kai,"['tidak', 'megnecewakan', 'siii', 'setelah', 'di', 'update', 'malah', 'satset', 'parah', 'ada', 'prommo', 'kemerdekaan', 'jgu', 'sangat', 'membantu', 'sekali', 'tengkyu', 'kai']"
dari segi performa kai accsess terbaru lbih baik daripada seblumnya booking tiekt makin mudah dan bayarnya bisa pake qris ada fiturbuat pesen hotel juga lengkap,"['dari', 'segi', 'performa', 'kai', 'accsess', 'terbaru', 'lbih', 'baik', 'daripada', 'seblumnya', 'booking', 'tiekt', 'makin', 'mudah', 'dan', 'bayarnya', 'bisa', 'pake', 'qris', 'ada', 'fiturbuat', 'pesen', 'hotel', 'juga', 'lengkap']"
untuk proses pemesanan tiket lokal cepat banget utk pembayaran ovo juga mudah,"['untuk', 'proses', 'pemesanan', 'tiket', 'lokal', 'cepat', 'banget', 'utk', 'pembayaran', 'ovo', 'juga', 'mudah']"
saat ini apk nya malah jadi kurang membantu detail kendala loadingnya lama sekali saat mau cek jadwal commuter line susah sekali mencari nama stasiun memakan banyak waktu loading namun hasil pencarian malah tidak keluar,"['saat', 'ini', 'apk', 'nya', 'malah', 'jadi', 'kurang', 'membantu', 'detail', 'kendala', 'loadingnya', 'lama', 'sekali', 'saat', 'mau', 'cek', 'jadwal', 'commuter', 'line', 'susah', 'sekali', 'mencari', 'nama', 'stasiun', 'memakan', 'banyak', 'waktu', 'loading', 'namun', 'hasil', 'pencarian', 'malah', 'tidak', 'keluar']"
aplikasi guna klo bisa meng operasikan aplikasi mending offline aj malah di tiadakan offline,"['aplikasi', 'guna', 'klo', 'bisa', 'meng', 'operasikan', 'aplikasi', 'mending', 'offline', 'aj', 'malah', 'di', 'tiadakan', 'offline']"
mau masuk lancar bgt proses ke pembayaran juga lancar sampai sampai waktu pembayaran hanya butuh waktu yang cepet ga lama ini aplikasi super lancar dari segalanya,"['mau', 'masuk', 'lancar', 'bgt', 'proses', 'ke', 'pembayaran', 'juga', 'lancar', 'sampai', 'sampai', 'waktu', 'pembayaran', 'hanya', 'butuh', 'waktu', 'yang', 'cepet', 'ga', 'lama', 'ini', 'aplikasi', 'super', 'lancar', 'dari', 'segalanya']"
ini setelah update kenapa aplikasi nya jadi lemot banget min bahkan logout sendiri pas mau masuk jdi gk bisa masuk keterangan nya failed request padahal udah biasa dulu pake kai acces tolong donk klo memang harus pake aplikasi aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini,"['ini', 'setelah', 'update', 'kenapa', 'aplikasi', 'nya', 'jadi', 'lemot', 'banget', 'min', 'bahkan', 'logout', 'sendiri', 'pas', 'mau', 'masuk', 'jdi', 'gk', 'bisa', 'masuk', 'keterangan', 'nya', 'failed', 'request', 'padahal', 'udah', 'biasa', 'dulu', 'pake', 'kai', 'acces', 'tolong', 'donk', 'klo', 'memang', 'harus', 'pake', 'aplikasi', 'aplikasinya', 'yaa', 'di', 'bikin', 'simpel', 'dan', 'mudah', 'akses', 'nya', 'jangan', 'jadi', 'malah', 'susah', 'gini']"
otomatis terupdate versi baru memudahkan lebih lancar mau pesan tiket jadi mudah kearena saya pp kerja naik commuter,"['otomatis', 'terupdate', 'versi', 'baru', 'memudahkan', 'lebih', 'lancar', 'mau', 'pesan', 'tiket', 'jadi', 'mudah', 'kearena', 'saya', 'pp', 'kerja', 'naik', 'commuter']"
tampilan ok pemesanan cepat lgsung dapat,"['tampilan', 'ok', 'pemesanan', 'cepat', 'lgsung', 'dapat']"
tampilan interface tidak ramah setelah update ngga suka bgtt bikin mata sakit tapi menarik untung makin lancar pesen tiket nya mudah bayarnya juga bisa pake ovo soalnya saya user ovo bangwt,"['tampilan', 'interface', 'tidak', 'ramah', 'setelah', 'update', 'ngga', 'suka', 'bgtt', 'bikin', 'mata', 'sakit', 'tapi', 'menarik', 'untung', 'makin', 'lancar', 'pesen', 'tiket', 'nya', 'mudah', 'bayarnya', 'juga', 'bisa', 'pake', 'ovo', 'soalnya', 'saya', 'user', 'ovo', 'bangwt']"
setelah update malah ga lemot masuk nya dr segi tampilan makin oke dan performanya makin baik,"['setelah', 'update', 'malah', 'ga', 'lemot', 'masuk', 'nya', 'dr', 'segi', 'tampilan', 'makin', 'oke', 'dan', 'performanya', 'makin', 'baik']"
setelah update jadi lancar tapi tampilan antarmukanya bagusan yang sebelumnya,"['setelah', 'update', 'jadi', 'lancar', 'tapi', 'tampilan', 'antarmukanya', 'bagusan', 'yang', 'sebelumnya']"
fiturnya lebih ribet membingungkan lebih simpel aplikasi sebelumnya,"['fiturnya', 'lebih', 'ribet', 'membingungkan', 'lebih', 'simpel', 'aplikasi', 'sebelumnya']"
solusi pembelian tiket kereta api yang mudah,"['solusi', 'pembelian', 'tiket', 'kereta', 'api', 'yang', 'mudah']"
semenjak update aplikasi jd ringan dan lancar bet,"['semenjak', 'update', 'aplikasi', 'jd', 'ringan', 'dan', 'lancar', 'bet']"
semakin memberikan kemudahan customer update an yg baru ini bintang buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer pengguna,"['semakin', 'memberikan', 'kemudahan', 'customer', 'update', 'an', 'yg', 'baru', 'ini', 'bintang', 'buat', 'update', 'an', 'terbarunya', 'kai', 'udah', 'ga', 'lemot', 'lagi', 'jadi', 'jos', 'mantp', 'is', 'the', 'best', 'lancar', 'jaya', 'lebih', 'suka', 'aplikasi', 'terbaru', 'ini', 'karena', 'mudah', 'dimengerti', 'oleh', 'customer', 'pengguna']"
udahh lancar banget buat beli dan cari tiket malah tambah enak dipandaang ux terbaru nya,"['udahh', 'lancar', 'banget', 'buat', 'beli', 'dan', 'cari', 'tiket', 'malah', 'tambah', 'enak', 'dipandaang', 'ux', 'terbaru', 'nya']"
minta update mulu semenjak tampilan baru makin susah diakses dan jauh lebih ribet fiturnya,"['minta', 'update', 'mulu', 'semenjak', 'tampilan', 'baru', 'makin', 'susah', 'diakses', 'dan', 'jauh', 'lebih', 'ribet', 'fiturnya']"
kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget,"['kaai', 'acces', 'sya', 'udah', 'pesen', 'tiket', 'dan', 'bayar', 'pke', 'qris', 'dana', 'memudahkan', 'banget']"
setelah upgrade terbaru sangat memuaskan program ny berubah dan menjadi lebihh memuaskan lebih mudah aplikasi yg terbaru daripada yg sblum nya,"['setelah', 'upgrade', 'terbaru', 'sangat', 'memuaskan', 'program', 'ny', 'berubah', 'dan', 'menjadi', 'lebihh', 'memuaskan', 'lebih', 'mudah', 'aplikasi', 'yg', 'terbaru', 'daripada', 'yg', 'sblum', 'nya']"
setelah di update malah makin mudah untuk metode pembayaran dpt lewat ovo link aja dana,"['setelah', 'di', 'update', 'malah', 'makin', 'mudah', 'untuk', 'metode', 'pembayaran', 'dpt', 'lewat', 'ovo', 'link', 'aja', 'dana']"
tampilan baru bukan lebih mempermudah tapi lebih mempersulit kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tapi', 'lebih', 'mempersulit', 'kasian', 'kalo', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'apk', 'kai', 'access']"
mudah buat cari dan pesen tiket kemarin udah transaksi qris sukses tiket buat besok pp sangat memudahkan ga perlu bingung lagi,"['mudah', 'buat', 'cari', 'dan', 'pesen', 'tiket', 'kemarin', 'udah', 'transaksi', 'qris', 'sukses', 'tiket', 'buat', 'besok', 'pp', 'sangat', 'memudahkan', 'ga', 'perlu', 'bingung', 'lagi']"
updetan versi terbaru bner makin bagus deh dah galemot banget sanagat memudhakan daripada versi lama,"['updetan', 'versi', 'terbaru', 'bner', 'makin', 'bagus', 'deh', 'dah', 'galemot', 'banget', 'sanagat', 'memudhakan', 'daripada', 'versi', 'lama']"
metode pembayaran sangat terbatas tidak ada fitur ganti nomor padahal nomor sudah tidak aktif tidak ada tombol pembayaran jika tidak sengaja keluar dr aplikasi,"['metode', 'pembayaran', 'sangat', 'terbatas', 'tidak', 'ada', 'fitur', 'ganti', 'nomor', 'padahal', 'nomor', 'sudah', 'tidak', 'aktif', 'tidak', 'ada', 'tombol', 'pembayaran', 'jika', 'tidak', 'sengaja', 'keluar', 'dr', 'aplikasi']"
mudah buat cari dan pesen tiket kemarin udah transaksi qris sukses tiket buat besok pp sangat memudahkan ga perlu bingung lagi,"['mudah', 'buat', 'cari', 'dan', 'pesen', 'tiket', 'kemarin', 'udah', 'transaksi', 'qris', 'sukses', 'tiket', 'buat', 'besok', 'pp', 'sangat', 'memudahkan', 'ga', 'perlu', 'bingung', 'lagi']"
update otomatis biasa nya tiket kereta yang sudah habis ga ditampilin ini yang sudah habis ditampilin kirain masih tersedia,"['update', 'otomatis', 'biasa', 'nya', 'tiket', 'kereta', 'yang', 'sudah', 'habis', 'ga', 'ditampilin', 'ini', 'yang', 'sudah', 'habis', 'ditampilin', 'kirain', 'masih', 'tersedia']"
setelah update malah lemot susah melakukan pemesanan tolong diperbaiki,"['setelah', 'update', 'malah', 'lemot', 'susah', 'melakukan', 'pemesanan', 'tolong', 'diperbaiki']"
saat pesan loading nya lama banget pas dibatalkan dan pesan lagi malah kursi tidak tersedia,"['saat', 'pesan', 'loading', 'nya', 'lama', 'banget', 'pas', 'dibatalkan', 'dan', 'pesan', 'lagi', 'malah', 'kursi', 'tidak', 'tersedia']"
fitur lebih banyak dan tampilan lebih bagus tapi sayang lemotnya minta ampun untuk memilih tempat duduk lama sekali pembayaran tinggal menunggu kode pembayaran lama dan akhirnya time out akhirnya jadi ngga dapat tiket padahal ini untuk perjalanan mendadak beda jauh dengan waktu aplikasi yang lama sat set bisa cepat ngga loading terus,"['fitur', 'lebih', 'banyak', 'dan', 'tampilan', 'lebih', 'bagus', 'tapi', 'sayang', 'lemotnya', 'minta', 'ampun', 'untuk', 'memilih', 'tempat', 'duduk', 'lama', 'sekali', 'pembayaran', 'tinggal', 'menunggu', 'kode', 'pembayaran', 'lama', 'dan', 'akhirnya', 'time', 'out', 'akhirnya', 'jadi', 'ngga', 'dapat', 'tiket', 'padahal', 'ini', 'untuk', 'perjalanan', 'mendadak', 'beda', 'jauh', 'dengan', 'waktu', 'aplikasi', 'yang', 'lama', 'sat', 'set', 'bisa', 'cepat', 'ngga', 'loading', 'terus']"
izin menyampaikan kendala saat saya melakukan pendaftaran member tepat nya setelah mendapatkan kode saya menekan tombol lanjutkan tapi malah gak bisa saya pikir masalah sinyal tapi tetap gak bisa alhasil saya susah buat beli tiket dikarenakan harua daftar member terlebih dahulu,"['izin', 'menyampaikan', 'kendala', 'saat', 'saya', 'melakukan', 'pendaftaran', 'member', 'tepat', 'nya', 'setelah', 'mendapatkan', 'kode', 'saya', 'menekan', 'tombol', 'lanjutkan', 'tapi', 'malah', 'gak', 'bisa', 'saya', 'pikir', 'masalah', 'sinyal', 'tapi', 'tetap', 'gak', 'bisa', 'alhasil', 'saya', 'susah', 'buat', 'beli', 'tiket', 'dikarenakan', 'harua', 'daftar', 'member', 'terlebih', 'dahulu']"
udah update ui yang baru tapi kualitas makin buruk mau lihat jadwal krl dari jalur rangkas tanah abang aja gak bisa,"['udah', 'update', 'ui', 'yang', 'baru', 'tapi', 'kualitas', 'makin', 'buruk', 'mau', 'lihat', 'jadwal', 'krl', 'dari', 'jalur', 'rangkas', 'tanah', 'abang', 'aja', 'gak', 'bisa']"
jadi makin ribet bagi orang tua ini menyusahkan ya ui ux ny kalo dulu lebih sederhana,"['jadi', 'makin', 'ribet', 'bagi', 'orang', 'tua', 'ini', 'menyusahkan', 'ya', 'ui', 'ux', 'ny', 'kalo', 'dulu', 'lebih', 'sederhana']"
parah enak versi dulu dulu gabingung mau liat tiket yang udah dipesan dimana sekarang kebanyakan printilan yang ga guna banget sumpahhhh,"['parah', 'enak', 'versi', 'dulu', 'dulu', 'gabingung', 'mau', 'liat', 'tiket', 'yang', 'udah', 'dipesan', 'dimana', 'sekarang', 'kebanyakan', 'printilan', 'yang', 'ga', 'guna', 'banget', 'sumpahhhh']"
udah gk lemot lagi mau mesen tiket lokal tiket antarkota semua pake online tapi apk nya lancar parah gk lemot jadi makin memudahkan juga setelah diperbarui huhuhhu suka,"['udah', 'gk', 'lemot', 'lagi', 'mau', 'mesen', 'tiket', 'lokal', 'tiket', 'antarkota', 'semua', 'pake', 'online', 'tapi', 'apk', 'nya', 'lancar', 'parah', 'gk', 'lemot', 'jadi', 'makin', 'memudahkan', 'juga', 'setelah', 'diperbarui', 'huhuhhu', 'suka']"
aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget,"['aplikasi', 'bagus', 'banget', 'setelah', 'di', 'update', 'sudah', 'tidak', 'ada', 'bug', 'dan', 'lancar', 'banget']"
baru kali ini kecewa update yang terbaru bukannya semakin bagus malah semakin lambat mau login harus nunggu lama mau pesan tiket jadi susah mohon untuk segera ada solusinya,"['baru', 'kali', 'ini', 'kecewa', 'update', 'yang', 'terbaru', 'bukannya', 'semakin', 'bagus', 'malah', 'semakin', 'lambat', 'mau', 'login', 'harus', 'nunggu', 'lama', 'mau', 'pesan', 'tiket', 'jadi', 'susah', 'mohon', 'untuk', 'segera', 'ada', 'solusinya']"
setelah di update ke fitur baru jadi lemot bgt,"['setelah', 'di', 'update', 'ke', 'fitur', 'baru', 'jadi', 'lemot', 'bgt']"
lemooooooooooooottttttt bangettttttttt setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade setiap mau buka harus masukin otp nya entah lewat email sms padahal sebelum nya pernah kasih otp,"['lemooooooooooooottttttt', 'bangettttttttt', 'setiap', 'mau', 'buka', 'loadingnya', 'lama', 'padahal', 'jaringan', 'sudah', 'bangus', 'terus', 'aplikasinya', 'harus', 'upgrade', 'setiap', 'mau', 'buka', 'harus', 'masukin', 'otp', 'nya', 'entah', 'lewat', 'email', 'sms', 'padahal', 'sebelum', 'nya', 'pernah', 'kasih', 'otp']"
pembayaran ga ribet pake kaipay makin mempermudah user kai buat pesen tikt sih ini fiturbarunya satset parah lagi,"['pembayaran', 'ga', 'ribet', 'pake', 'kaipay', 'makin', 'mempermudah', 'user', 'kai', 'buat', 'pesen', 'tikt', 'sih', 'ini', 'fiturbarunya', 'satset', 'parah', 'lagi']"
udah update versi terbaru tampilanya gemesssss banget sukaa malah lancarr banget juga,"['udah', 'update', 'versi', 'terbaru', 'tampilanya', 'gemesssss', 'banget', 'sukaa', 'malah', 'lancarr', 'banget', 'juga']"
pecat ui ux designernya sumpah ui bagus tapi ux jelek ui ux designernyagausah ngide dah modal bagusin tampilan tapi user journey ga diperhatiin makin ribet belajar lagi ui ux nya ,"['pecat', 'ui', 'ux', 'designernya', 'sumpah', 'ui', 'bagus', 'tapi', 'ux', 'jelek', 'ui', 'ux', 'designernyagausah', 'ngide', 'dah', 'modal', 'bagusin', 'tampilan', 'tapi', 'user', 'journey', 'ga', 'diperhatiin', 'makin', 'ribet', 'belajar', 'lagi', 'ui', 'ux', 'nya']"
fiturny banyak sepaket lemotnya juga minta ampun,"['fiturny', 'banyak', 'sepaket', 'lemotnya', 'juga', 'minta', 'ampun']"
di update malah lancar bangettt yg dulu rada lemot soal ny buat pesen tiket bayrnya lbh mudah skrang,"['di', 'update', 'malah', 'lancar', 'bangettt', 'yg', 'dulu', 'rada', 'lemot', 'soal', 'ny', 'buat', 'pesen', 'tiket', 'bayrnya', 'lbh', 'mudah', 'skrang']"
biasanya lemot poll tapi setelah update malah lancar teros,"['biasanya', 'lemot', 'poll', 'tapi', 'setelah', 'update', 'malah', 'lancar', 'teros']"
sangat lancar buat pesen tiket kereta bookng hotel juga bisa lewat kai sekrang,"['sangat', 'lancar', 'buat', 'pesen', 'tiket', 'kereta', 'bookng', 'hotel', 'juga', 'bisa', 'lewat', 'kai', 'sekrang']"
mau masuk lancar bgt proses ke pembayaran juga lancar sampai sampai waktu pembayaran hanya butuh waktu yang cepet ga lama ini aplikasi super lancar dari segalanya,"['mau', 'masuk', 'lancar', 'bgt', 'proses', 'ke', 'pembayaran', 'juga', 'lancar', 'sampai', 'sampai', 'waktu', 'pembayaran', 'hanya', 'butuh', 'waktu', 'yang', 'cepet', 'ga', 'lama', 'ini', 'aplikasi', 'super', 'lancar', 'dari', 'segalanya']"
update terbaru tampilan terbaru bukanya memperbaiki malah mempersulit tiket udah habis ngapain masih pada nongol lbh suka tampilan yg lama simpel dan tidak beribet,"['update', 'terbaru', 'tampilan', 'terbaru', 'bukanya', 'memperbaiki', 'malah', 'mempersulit', 'tiket', 'udah', 'habis', 'ngapain', 'masih', 'pada', 'nongol', 'lbh', 'suka', 'tampilan', 'yg', 'lama', 'simpel', 'dan', 'tidak', 'beribet']"
di update bukannya makin bagus malah makin buruk tidak se simpel praktis dulu banyak iklan,"['di', 'update', 'bukannya', 'makin', 'bagus', 'malah', 'makin', 'buruk', 'tidak', 'se', 'simpel', 'praktis', 'dulu', 'banyak', 'iklan']"
sejak diupdate malah makin mudah aplikasinya ga lemot lagi mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang update terbaru ini sangat membantu saya puas,"['sejak', 'diupdate', 'malah', 'makin', 'mudah', 'aplikasinya', 'ga', 'lemot', 'lagi', 'mudah', 'sekali', 'ketika', 'cek', 'tiket', 'dan', 'ketika', 'menyelesaikan', 'step', 'by', 'step', 'setelah', 'isi', 'data', 'penumpang', 'update', 'terbaru', 'ini', 'sangat', 'membantu', 'saya', 'puas']"
untuk update aplikasi nya lancar bangett tapi lebih enak dilihat yang dulu tampilan menu aplikasinya,"['untuk', 'update', 'aplikasi', 'nya', 'lancar', 'bangett', 'tapi', 'lebih', 'enak', 'dilihat', 'yang', 'dulu', 'tampilan', 'menu', 'aplikasinya']"
fiturny banyak sepaket lemotnya juga minta ampun,"['fiturny', 'banyak', 'sepaket', 'lemotnya', 'juga', 'minta', 'ampun']"
ko tiba tiba update kaget ama logo dan mana barunya tapi jadi makin lancar sihh,"['ko', 'tiba', 'tiba', 'update', 'kaget', 'ama', 'logo', 'dan', 'mana', 'barunya', 'tapi', 'jadi', 'makin', 'lancar', 'sihh']"
tampilan yg semakin memudahkan,"['tampilan', 'yg', 'semakin', 'memudahkan']"
aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
solusi pembelian tiket kereta api yang mudah,"['solusi', 'pembelian', 'tiket', 'kereta', 'api', 'yang', 'mudah']"
tampilan yg sekarang bagus dan mudah sangat nyaman,"['tampilan', 'yg', 'sekarang', 'bagus', 'dan', 'mudah', 'sangat', 'nyaman']"
bagus lancar dan pemuda kita untuk pesan tiket,"['bagus', 'lancar', 'dan', 'pemuda', 'kita', 'untuk', 'pesan', 'tiket']"
update sangat tidak nyaman memang tampilan lebih baik tapi buat apa tampilan baik kalo malah jadi lebih ribet tolong tampilkan harga tiket per kelas bukan per nama kereta sangat menyusahkan dan tolong kembalikan filter kelas pada filter pencarian,"['update', 'sangat', 'tidak', 'nyaman', 'memang', 'tampilan', 'lebih', 'baik', 'tapi', 'buat', 'apa', 'tampilan', 'baik', 'kalo', 'malah', 'jadi', 'lebih', 'ribet', 'tolong', 'tampilkan', 'harga', 'tiket', 'per', 'kelas', 'bukan', 'per', 'nama', 'kereta', 'sangat', 'menyusahkan', 'dan', 'tolong', 'kembalikan', 'filter', 'kelas', 'pada', 'filter', 'pencarian']"
error daftar pesanan kosong upgrade gagal terus numbid ready harga promo gak bisa di pesan diupgrade begitu terus,"['error', 'daftar', 'pesanan', 'kosong', 'upgrade', 'gagal', 'terus', 'numbid', 'ready', 'harga', 'promo', 'gak', 'bisa', 'di', 'pesan', 'diupgrade', 'begitu', 'terus']"
sudah byk plusnya daripada yang lama metode pembayaran jg banyk beli tiket jadi sangat mudah bgt lacar jg,"['sudah', 'byk', 'plusnya', 'daripada', 'yang', 'lama', 'metode', 'pembayaran', 'jg', 'banyk', 'beli', 'tiket', 'jadi', 'sangat', 'mudah', 'bgt', 'lacar', 'jg']"
lemot saat masuk menu saat lemot kadang akun sudah log out lalu saat masuk lagi sudah log in,"['lemot', 'saat', 'masuk', 'menu', 'saat', 'lemot', 'kadang', 'akun', 'sudah', 'log', 'out', 'lalu', 'saat', 'masuk', 'lagi', 'sudah', 'log', 'in']"
updateny bagus tpi susah skrng dftr kaipayny udah gitu byar pake kai juga susah,"['updateny', 'bagus', 'tpi', 'susah', 'skrng', 'dftr', 'kaipayny', 'udah', 'gitu', 'byar', 'pake', 'kai', 'juga', 'susah']"
ini downgrade bukan upgrade bad,"['ini', 'downgrade', 'bukan', 'upgrade', 'bad']"
mata saya lebih nyaman dengan warna biru khas kai daripada yang ungu,"['mata', 'saya', 'lebih', 'nyaman', 'dengan', 'warna', 'biru', 'khas', 'kai', 'daripada', 'yang', 'ungu']"
tampilan barunya malah bikin bingung,"['tampilan', 'barunya', 'malah', 'bikin', 'bingung']"
mudah lancar pembayarannya yg tdk punya atm bisa melalui indomart alfamart mantap,"['mudah', 'lancar', 'pembayarannya', 'yg', 'tdk', 'punya', 'atm', 'bisa', 'melalui', 'indomart', 'alfamart', 'mantap']"
saya senang dengan pembaruan aplikasi ini karena di aplikasi kai accesa saat ini saya bisa melakukan update no hp karena di aplikasi sebelumnya tidak bisa dan sering gagal di tambah fitur terbaru nya yg sangat membantu pengguna nya buat performanya juga makin canggih dan makin cepet,"['saya', 'senang', 'dengan', 'pembaruan', 'aplikasi', 'ini', 'karena', 'di', 'aplikasi', 'kai', 'accesa', 'saat', 'ini', 'saya', 'bisa', 'melakukan', 'update', 'no', 'hp', 'karena', 'di', 'aplikasi', 'sebelumnya', 'tidak', 'bisa', 'dan', 'sering', 'gagal', 'di', 'tambah', 'fitur', 'terbaru', 'nya', 'yg', 'sangat', 'membantu', 'pengguna', 'nya', 'buat', 'performanya', 'juga', 'makin', 'canggih', 'dan', 'makin', 'cepet']"
tampilan baru bukan lebih mempermudah tapi lebih mempersulit kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tapi', 'lebih', 'mempersulit', 'kasian', 'kalo', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'apk', 'kai', 'access']"
kalo dibandingin kai yg dulu sama sekarang beda bgt dari segi performa nya makin lancar dari pesen tiket bayarnya tmpilannya menarik juga ditambah fitur terbaru yg bermanfaat bangett menurut saya,"['kalo', 'dibandingin', 'kai', 'yg', 'dulu', 'sama', 'sekarang', 'beda', 'bgt', 'dari', 'segi', 'performa', 'nya', 'makin', 'lancar', 'dari', 'pesen', 'tiket', 'bayarnya', 'tmpilannya', 'menarik', 'juga', 'ditambah', 'fitur', 'terbaru', 'yg', 'bermanfaat', 'bangett', 'menurut', 'saya']"
aplikasi update terbaru bagus tp saran baikny harga tiket yg sdh habis terjual taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung klu skrang kirain msh ada tiketny ternyata zonk,"['aplikasi', 'update', 'terbaru', 'bagus', 'tp', 'saran', 'baikny', 'harga', 'tiket', 'yg', 'sdh', 'habis', 'terjual', 'taruh', 'paling', 'bawah', 'seperti', 'aplikasi', 'sebelumnya', 'supaya', 'gx', 'bingung', 'klu', 'skrang', 'kirain', 'msh', 'ada', 'tiketny', 'ternyata', 'zonk']"
pembayaran ga ribet pake kaipay makin mempermudah user kai buat pesen tikt sih ini fiturbarunya satset parah lagi,"['pembayaran', 'ga', 'ribet', 'pake', 'kaipay', 'makin', 'mempermudah', 'user', 'kai', 'buat', 'pesen', 'tikt', 'sih', 'ini', 'fiturbarunya', 'satset', 'parah', 'lagi']"
sebelumnya saya sudah beli tiket pake aplikasi lama trus saya cek di aplikasi tiket saya ilang tuh pertanggungjawabannya gimana,"['sebelumnya', 'saya', 'sudah', 'beli', 'tiket', 'pake', 'aplikasi', 'lama', 'trus', 'saya', 'cek', 'di', 'aplikasi', 'tiket', 'saya', 'ilang', 'tuh', 'pertanggungjawabannya', 'gimana']"
lancar banget tdk kendala wktu mau pembayaran malah jadi efektif,"['lancar', 'banget', 'tdk', 'kendala', 'wktu', 'mau', 'pembayaran', 'malah', 'jadi', 'efektif']"
